Date,Campaign type,Impressions,Clicks,Spend,Conversions,Revenue,Source,Reach,Channel,Sessions,Website Conversions,CTR,CPC,CVR,ROAS,day_of_week,is_weekend,month,quarter,Spend_lag_1,Spend_lag_7,Spend_lag_30,Clicks_lag_1,Clicks_lag_7,Clicks_lag_30,Spend_rolling_7d,Spend_rolling_30d,Clicks_rolling_7d,Clicks_rolling_30d,Impressions_rolling_7d,Impressions_rolling_30d,Conversions_rolling_7d,Conversions_rolling_30d,Revenue_rolling_7d,Revenue_rolling_30d,CTR_vs_mean,CVR_vs_mean,ROAS_vs_mean,Source_encoded,Campaign_type_encoded,is_high_spend_day
2024-01-11,YouTube,38278.0,1.0,119.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,2.6124666910496892e-05,119.2,0.0,0.0,3,0,1,1,1118.8,1393.1,0.0,509.0,988.0,0.0,685.0285714285714,528.4233333333333,357.42857142857144,305.3333333333333,45967.57142857143,39175.2,23.67142857142857,17.16,4834.671428571428,3423.6433333333334,0.0014704211356350583,0.0,0.0,0,7,0
2024-01-12,Cross-network,231939.0,1296.0,1800.9,30.4,8638.6,Google Ads,0.0,0.0,0.0,0.0,0.005587676070001164,1.3895833333333334,0.023456790123456788,4.796823810317064,4,0,1,1,119.2,0.0,1324.6,1.0,0.0,527.0,942.3000000000001,544.3,542.5714285714286,330.96666666666664,79100.57142857143,46737.73333333333,28.014285714285712,17.566666666666666,6068.757142857144,3580.4900000000002,0.31450111959554466,0.0,1.9835529809040024,0,1,0
2024-01-12,Search Network,3996.0,432.0,742.7,30.5,6679.6,Google Ads,0.0,0.0,0.0,0.0,0.10810810810810811,1.719212962962963,0.07060185185185185,8.993671738252322,4,0,1,1,0.0,118.1,931.4,0.0,1.0,736.0,830.0571428571428,534.01,527.5714285714286,320.8333333333333,73752.14285714286,42073.46666666667,23.985714285714284,17.983333333333334,5057.042857142857,3702.0,6.084841105928515,0.0,3.7190076373689682,0,5,0
2024-01-12,YouTube,38705.0,4.0,118.4,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001033458209533652,29.6,0.0,0.0,4,0,1,1,742.7,2028.8,0.0,432.0,1455.0,0.0,557.1428571428572,537.9566666666666,320.2857142857143,320.96666666666664,45432.42857142857,43363.333333333336,15.62857142857143,17.983333333333334,3788.785714285714,3702.0,0.0058167968200324265,0.0,0.0,0,7,0
2024-01-13,Cross-network,277964.0,1683.0,1605.1,35.1,7663.5,Google Ads,0.0,0.0,0.0,0.0,0.006054740901699501,0.9537136066547831,0.02085561497326203,4.774468880443586,5,1,1,1,118.4,0.0,1214.6,4.0,0.0,494.0,786.4428571428572,550.9733333333334,560.7142857142857,360.6,85139.71428571429,52468.6,20.642857142857142,18.39,4883.571428571428,3755.3199999999997,0.3407897610007722,0.0,1.974308908254708,0,1,0
2024-01-13,Search Network,3085.0,271.0,330.8,6.7,1105.3,Google Ads,0.0,0.0,0.0,0.0,0.08784440842787683,1.2206642066420665,0.024723247232472326,3.3412938331318016,5,1,1,1,0.0,119.2,431.6,0.0,1.0,574.0,656.842857142857,543.5966666666667,526.5714285714286,350.43333333333334,79385.57142857143,48598.333333333336,14.671428571428573,18.013333333333335,3441.0,3733.976666666667,4.944303222783243,0.0,1.381671206795204,0,5,0
2024-01-13,YouTube,38455.0,3.0,119.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,7.801326225458328e-05,39.666666666666664,0.0,0.0,5,1,1,1,330.8,1800.9,0.0,271.0,1296.0,0.0,416.5714285714286,547.5633333333333,341.85714285714283,350.53333333333336,51745.0,49880.1,10.328571428571431,18.013333333333335,2206.9142857142856,3733.976666666667,0.0043909593210119955,0.0,0.0,0,7,0
2024-01-14,Cross-network,326220.0,1998.0,2028.4,22.6,2690.2,Google Ads,0.0,0.0,0.0,0.0,0.006124701121942248,1.0152152152152152,0.011311311311311313,1.3262670084795898,6,1,1,1,119.0,0.0,490.2,3.0,0.0,281.0,706.342857142857,598.8366666666666,627.2857142857143,407.76666666666665,98347.0,60671.76666666667,13.557142857142859,18.216666666666665,2591.2285714285713,3781.4166666666665,0.3447274566219663,0.0,0.5484297489697536,0,1,0
2024-01-14,Search Network,3601.0,278.0,417.7,11.0,1157.9,Google Ads,0.0,0.0,0.0,0.0,0.07720077756178839,1.5025179856115107,0.039568345323741004,2.7720852286329905,6,1,1,1,0.0,118.4,324.5,0.0,4.0,484.0,643.0,597.94,604.7142857142857,400.8666666666667,92761.71428571429,57332.86666666667,10.771428571428572,18.036666666666665,1802.4142857142856,3705.286666666667,4.345228798637927,0.0,1.146295577241865,0,5,0
2024-01-14,YouTube,39071.0,2.0,118.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,5.1188861303780296e-05,59.05,0.0,0.0,6,1,1,1,417.7,1605.1,0.0,278.0,1683.0,0.0,430.57142857142856,601.8766666666668,364.57142857142856,400.93333333333334,58634.142857142855,58635.066666666666,5.757142857142857,18.036666666666665,707.6285714285714,3705.286666666667,0.0028811538086989715,0.0,0.0,0,7,0
2024-01-15,Cross-network,434756.0,2489.0,3604.6,64.6,10411.7,Google Ads,0.0,0.0,0.0,0.0,0.005725050373082833,1.4482121333869022,0.02595419847328244,2.8884480941019812,0,0,1,1,118.1,0.0,412.0,2.0,0.0,268.0,945.5142857142857,708.2966666666667,720.1428571428571,474.96666666666664,120741.57142857143,73041.0,14.985714285714284,19.62333333333333,2195.014285714286,3951.71,0.32223320205372363,0.0,1.1944132312968494,0,1,1
2024-01-15,Search Network,5392.0,473.0,1115.5,42.2,9766.8,Google Ads,0.0,0.0,0.0,0.0,0.08772255192878338,2.358350951374207,0.08921775898520085,8.755535634244733,0,0,1,1,0.0,119.0,819.1,0.0,3.0,647.0,1040.6142857142856,714.2,748.5714285714286,469.03333333333336,115578.14285714286,69180.56666666667,20.057142857142853,19.740000000000002,3432.371428571428,4016.46,4.937444556512191,0.0,3.6205350651745984,0,5,0
2024-01-15,YouTube,23161.0,2.0,69.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.635205733776608e-05,34.8,0.0,0.0,0,0,1,1,1115.5,2028.4,0.0,473.0,1998.0,0.0,760.7857142857143,716.52,463.42857142857144,469.1,72284.0,69952.33333333333,16.82857142857143,19.740000000000002,3048.057142857143,4016.46,0.004860306569650599,0.0,0.0,0,7,0
2024-01-16,Cross-network,482605.0,2726.0,4215.0,63.2,14963.4,Google Ads,0.0,0.0,0.0,0.0,0.005648511722837517,1.546221570066031,0.02318415260454879,3.5500355871886122,1,0,1,1,69.6,0.0,947.8,2.0,0.0,437.0,1362.9285714285713,825.4266666666667,852.8571428571429,545.4,141227.14285714287,85917.33333333333,25.857142857142858,20.026666666666664,5185.685714285714,4135.793333333333,0.3179252409455776,0.0,1.467988808790085,0,1,1
2024-01-16,Search Network,5592.0,547.0,1146.7,43.2,6736.5,Google Ads,0.0,0.0,0.0,0.0,0.09781831187410586,2.0963436928702013,0.07897623400365632,5.874683875468736,1,0,1,1,0.0,118.1,969.1,0.0,2.0,751.0,1450.2,827.36,891.0,538.4333333333333,135931.0,81185.53333333334,30.457142857142856,20.35666666666667,5982.6285714285705,4096.929999999999,5.505682186287876,0.0,2.429263023584862,0,5,0
2024-01-17,Cross-network,515359.0,2832.0,4682.9,63.8,15741.0,Google Ads,0.0,0.0,0.0,0.0,0.005495198492701204,1.6535663841807908,0.02252824858757062,3.361378632898418,2,0,1,1,72.3,0.0,1080.4,0.0,0.0,456.0,1614.5714285714287,949.8533333333332,940.0,617.6333333333333,150772.85714285713,99006.63333333333,30.342857142857145,21.3,6743.957142857143,4391.426666666666,0.3092960394810285,0.0,1.389976549251653,0,1,1
2024-01-17,Search Network,5685.0,540.0,1402.6,44.4,10774.5,Google Ads,0.0,0.0,0.0,0.0,0.09498680738786279,2.5974074074074074,0.08222222222222222,7.681805218879225,2,0,1,1,0.0,69.6,1393.1,0.0,2.0,988.0,1645.642857142857,946.1833333333333,949.2857142857143,602.6,147506.57142857142,92689.36666666667,30.657142857142855,20.780000000000005,6887.914285714286,4339.056666666666,5.346311578559882,0.0,3.1765326897892976,0,5,0
2024-01-17,YouTube,22886.0,2.0,72.4,0.8,113.7,Google Ads,0.0,0.0,0.0,0.0,8.738967054094207e-05,36.2,0.4,1.570441988950276,2,0,1,1,1402.6,4215.0,0.0,540.0,2726.0,0.0,1053.8428571428572,948.5966666666667,560.1428571428571,602.6666666666666,81832.42857142857,93451.96666666666,21.74285714285714,20.80666666666667,4766.528571428571,4342.846666666666,0.004918708400754939,0.0,0.6493994800933139,0,7,0
2024-01-18,Cross-network,485985.0,2512.0,4009.5,59.2,19169.2,Google Ads,0.0,0.0,0.0,0.0,0.005168883813286418,1.596138535031847,0.02356687898089172,4.780945255019329,3,0,1,1,72.4,0.0,1410.3,2.0,0.0,536.0,1626.6285714285714,1035.2366666666667,919.0,668.5333333333333,151257.85714285713,109502.23333333334,30.2,20.823333333333334,7504.9857142857145,4523.1,0.290929489464397,0.0,1.9769869787036447,0,1,1
2024-01-18,Search Network,6519.0,573.0,1590.8,38.3,10497.9,Google Ads,0.0,0.0,0.0,0.0,0.0878969167050161,2.776265270506108,0.06684118673647468,6.599132511943676,3,0,1,1,0.0,72.3,2028.8,0.0,0.0,1455.0,1679.742857142857,1016.7,922.7142857142857,639.1,148062.85714285713,100589.36666666667,29.499999999999996,20.15,8042.328571428572,4577.1033333333335,4.947258639622275,0.0,2.72883255317672,0,5,0
2024-01-18,YouTube,22712.0,2.0,72.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.805917576611483e-05,36.05,0.0,0.0,3,0,1,1,1590.8,4682.9,0.0,573.0,2832.0,0.0,1021.0571428571428,1019.1033333333334,518.4285714285714,639.1666666666666,77684.71428571429,101346.0,20.385714285714283,20.15,5793.614285714286,4577.1033333333335,0.004956391355216517,0.0,0.0,0,7,0
2024-01-19,Cross-network,473546.0,2463.0,3707.0,54.4,10077.7,Google Ads,0.0,0.0,0.0,0.0,0.005201184256650885,1.5050751116524563,0.02208688591149005,2.7185594820609658,4,0,1,1,72.1,0.0,1118.8,2.0,0.0,509.0,1550.6285714285714,1105.3766666666668,870.2857142857143,704.3,145333.57142857142,116961.2,28.157142857142855,20.346666666666668,7233.285714285715,4539.583333333333,0.29274751282049233,0.0,1.124161940826098,0,1,1
2024-01-19,Search Network,5856.0,503.0,1179.7,28.0,5698.8,Google Ads,0.0,0.0,0.0,0.0,0.0858948087431694,2.3453280318091454,0.055666003976143144,4.8307196744935155,4,0,1,1,0.0,72.4,1800.9,0.0,2.0,1296.0,1508.4428571428573,1080.6966666666665,864.7142857142857,677.8333333333334,142089.7142857143,108149.43333333333,25.7,20.266666666666666,6491.942857142858,4441.589999999999,4.834570432993323,0.0,1.997569389487305,0,5,0
2024-01-19,YouTube,22564.0,2.0,72.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.863676653075696e-05,36.05,0.0,0.0,4,0,1,1,1179.7,4009.5,0.0,503.0,2512.0,0.0,945.9571428571428,1083.1,506.14285714285717,677.9,75886.71428571429,108901.36666666667,17.24285714285714,20.266666666666666,3753.4857142857145,4441.589999999999,0.0049889009244671835,0.0,0.0,0,7,0
2024-01-20,Cross-network,391816.0,2277.0,2594.5,41.5,7980.2,Google Ads,0.0,0.0,0.0,0.0,0.00581140126998387,1.1394378568291612,0.018225735617039964,3.0758142223935248,5,1,1,1,72.1,0.0,742.7,2.0,0.0,432.0,1316.6000000000001,1144.8266666666666,831.4285714285714,739.4,131860.14285714287,121828.7,23.17142857142857,20.633333333333333,4893.5142857142855,4484.943333333334,0.32709344330844803,0.0,1.27189171643399,0,1,0
2024-01-20,Search Network,4064.0,298.0,366.7,11.7,1198.7,Google Ads,0.0,0.0,0.0,0.0,0.0733267716535433,1.2305369127516779,0.03926174496644295,3.2688846468502866,5,1,1,1,0.0,72.1,1605.1,0.0,2.0,1683.0,1131.4285714285716,1099.6,791.8571428571429,693.1,128265.0,111408.56666666667,19.37142857142857,19.853333333333335,3565.0571428571425,4269.45,4.1271812274832556,0.0,1.351729006920233,0,5,0
2024-01-20,YouTube,21648.0,1.0,71.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.6193643754619364e-05,71.5,0.0,0.0,5,1,1,1,366.7,3707.0,0.0,298.0,2463.0,0.0,612.0714285714286,1101.9833333333333,440.14285714285717,693.1333333333333,63708.142857142855,112130.03333333334,11.6,19.853333333333335,2125.3857142857146,4269.45,0.0025999990867442146,0.0,0.0,0,7,0
2024-01-21,Cross-network,425028.0,2323.0,2447.9,29.3,6491.4,Google Ads,0.0,0.0,0.0,0.0,0.005465522271473879,1.0537666810159276,0.012613000430477831,2.6518240124188077,6,1,1,1,71.5,0.0,330.8,1.0,0.0,271.0,961.7714285714285,1172.5533333333333,772.0,761.5333333333333,124425.28571428571,126194.8,15.785714285714286,20.606666666666666,3052.7285714285713,4448.986666666667,0.30762571989119647,0.0,1.0965659012434015,0,1,0
2024-01-21,Search Network,4510.0,367.0,520.6,13.4,2759.3,Google Ads,0.0,0.0,0.0,0.0,0.08137472283813747,1.4185286103542234,0.03651226158038147,5.300230503265463,6,1,1,1,0.0,72.1,2028.4,0.0,2.0,1998.0,857.3142857142858,1118.3266666666666,752.2857142857143,707.0666666666667,121009.71428571429,114189.33333333333,13.700000000000001,20.3,2632.7999999999997,4451.29,4.580158391208609,0.0,2.1917186100557684,0,5,0
2024-01-22,Cross-network,574062.0,2921.0,4732.3,54.2,8599.4,Google Ads,0.0,0.0,0.0,0.0,0.005088300566837728,1.6200958575830195,0.018555289284491613,1.8171713543097436,0,0,1,1,71.1,0.0,417.7,0.0,0.0,278.0,1172.8714285714286,1264.5166666666667,844.2857142857143,795.1666666666666,150086.57142857142,133914.36666666667,15.514285714285714,21.740000000000002,2721.2571428571428,4699.34,0.28639387914782555,0.0,0.7514254846930067,0,1,1
2024-01-22,Search Network,8208.0,564.0,1549.7,43.4,9666.4,Google Ads,0.0,0.0,0.0,0.0,0.06871345029239766,2.747695035460993,0.07695035460992908,6.237594373104471,0,0,1,1,0.0,71.5,3604.6,0.0,1.0,2489.0,1331.6571428571428,1192.0833333333335,882.1428571428571,730.9333333333333,147586.7142857143,118393.9,20.042857142857144,21.033333333333335,3930.9285714285716,4674.496666666667,3.8675214485415523,0.0,2.5793315330511577,0,5,0
2024-01-22,YouTube,21677.0,1.0,70.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.613184481247405e-05,70.8,0.0,0.0,0,0,1,1,1549.7,2447.9,0.0,564.0,2323.0,0.0,992.0714285714286,1194.4433333333332,550.4285714285714,730.9666666666667,89965.14285714286,119116.33333333333,15.857142857142858,21.033333333333335,3003.585714285714,4674.496666666667,0.002596520746867129,0.0,0.0,0,7,0
2024-01-23,Cross-network,604924.0,3082.0,4937.0,50.8,7247.7,Google Ads,0.0,0.0,0.0,0.0,0.005094854890862323,1.6018818948734588,0.016482803374432187,1.4680372695969213,1,0,1,1,70.8,0.0,1115.5,1.0,0.0,473.0,1697.357142857143,1321.8266666666668,990.7142857142857,817.9333333333333,176382.7142857143,139100.73333333334,23.114285714285717,21.319999999999997,4038.9714285714285,4590.526666666667,0.286762787835105,0.0,0.6070537124845266,0,1,1
2024-01-23,Search Network,9025.0,632.0,1624.9,62.0,21010.0,Google Ads,0.0,0.0,0.0,0.0,0.07002770083102493,2.5710443037974686,0.0981012658227848,12.930026463166964,1,0,1,1,0.0,71.1,4215.0,0.0,0.0,2726.0,1844.9571428571428,1233.1699999999998,1028.5714285714287,748.0666666666667,173986.42857142858,122542.83333333333,30.057142857142853,21.280000000000005,6646.214285714285,4792.08,3.9414937512751353,0.0,5.346744752021069,0,5,0
2024-01-23,YouTube,20978.0,1.0,70.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.766898655734579e-05,70.1,0.0,0.0,1,0,1,1,1624.9,4732.3,0.0,632.0,2921.0,0.0,1178.9285714285713,1235.5066666666667,611.4285714285714,748.1,94974.42857142857,123241.86666666667,22.314285714285713,21.280000000000005,5417.728571428571,4792.08,0.002683038432159346,0.0,0.0,0,7,0
2024-01-24,Cross-network,608893.0,3027.0,5193.1,69.3,13384.7,Google Ads,0.0,0.0,0.0,0.0,0.004971316799503361,1.715592996366039,0.022893954410307234,2.577400781806628,2,0,1,1,70.1,0.0,1146.7,1.0,0.0,547.0,1920.7999999999997,1370.3866666666665,1043.857142857143,830.7666666666667,181958.42857142858,143351.9,32.214285714285715,22.15,7329.828571428572,5013.6866666666665,0.2798094735129521,0.0,1.065790866185456,0,1,1
2024-01-24,Search Network,20181.0,912.0,3305.1,60.3,15434.2,Google Ads,0.0,0.0,0.0,0.0,0.04519102125761855,3.6240131578947365,0.06611842105263158,4.6698133188103235,2,0,1,1,0.0,70.8,4682.9,0.0,1.0,2832.0,2161.4571428571426,1322.05,1093.4285714285713,766.7666666666667,180572.7142857143,126069.63333333333,34.628571428571426,22.033333333333335,8153.8,5003.46,2.5435666998470317,0.0,1.931032386236252,0,5,0
2024-01-24,YouTube,21047.0,1.0,69.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.751270964983133e-05,69.8,0.0,0.0,2,0,1,1,3305.1,4937.0,0.0,912.0,3082.0,0.0,1466.142857142857,1324.3766666666666,653.2857142857143,766.8,97161.71428571429,126771.06666666667,27.371428571428567,22.033333333333335,7118.414285714286,5003.46,0.002674242420764896,0.0,0.0,0,7,0
2024-01-25,Cross-network,597707.0,3096.0,5209.3,79.4,20348.1,Google Ads,0.0,0.0,0.0,0.0,0.005179795451617598,1.6825904392764859,0.025645994832041344,3.9061102259420646,3,0,1,1,69.8,0.0,1402.6,1.0,0.0,540.0,2210.328571428571,1451.2666666666667,1095.5714285714287,852.0,182547.85714285713,146505.13333333333,38.714285714285715,23.2,10025.285714285714,5322.58,0.29154364862981497,0.0,1.6152305960753763,0,1,1
2024-01-25,Search Network,15704.0,852.0,2874.0,52.8,12394.4,Google Ads,0.0,0.0,0.0,0.0,0.05425369332654101,3.3732394366197185,0.06197183098591549,4.31259568545581,3,0,1,1,0.0,70.1,4009.5,0.0,1.0,2512.0,2378.7571428571428,1411.0033333333336,1126.857142857143,796.6,180506.14285714287,130066.46666666666,37.39999999999999,22.959999999999997,8794.485714285714,5092.963333333333,3.0536572055414304,0.0,1.783317954876935,0,5,0
2024-01-25,YouTube,21237.0,1.0,69.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.7087630079578097e-05,69.5,0.0,0.0,3,0,1,1,2874.0,5193.1,0.0,852.0,3027.0,0.0,1646.8142857142855,1413.3200000000002,694.5714285714286,796.6333333333333,96555.28571428571,130774.3,27.5,22.959999999999997,6882.385714285714,5092.963333333333,0.0026503169105729983,0.0,0.0,0,7,0
2024-01-26,Cross-network,501184.0,2632.0,3646.5,62.3,11202.0,Google Ads,0.0,0.0,0.0,0.0,0.00525156429574767,1.3854483282674772,0.023670212765957446,3.071986836692719,4,0,1,1,69.5,0.0,1590.8,1.0,0.0,573.0,2167.742857142857,1481.8433333333335,1070.5714285714287,865.2666666666667,168152.42857142858,147263.13333333333,36.4,23.759999999999998,8482.671428571428,5116.433333333333,0.29558314224902554,0.0,1.270309039517741,0,1,1
2024-01-26,Search Network,13340.0,696.0,2310.7,45.6,8948.0,Google Ads,0.0,0.0,0.0,0.0,0.05217391304347826,3.319971264367816,0.06551724137931035,3.8724196131042543,4,0,1,1,0.0,69.8,3707.0,0.0,1.0,2463.0,2015.7142857142858,1432.8966666666668,1039.5714285714287,806.3,164168.7142857143,131165.93333333332,34.3,23.466666666666665,7556.071428571428,5078.776666666667,2.9365972293828917,0.0,1.6012990617590255,0,5,0
2024-01-26,YouTube,21204.0,1.0,69.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.716091303527636e-05,69.2,0.0,0.0,4,0,1,1,2310.7,5209.3,0.0,696.0,3096.0,0.0,1281.4142857142856,1435.2033333333336,597.4285714285714,806.3333333333334,81811.14285714286,131872.46666666667,22.957142857142856,23.466666666666665,4649.2,5078.776666666667,0.002654441625629068,0.0,0.0,0,7,0
2024-01-27,Cross-network,451824.0,2432.0,2503.7,26.4,2921.0,Google Ads,0.0,0.0,0.0,0.0,0.005382626863557492,1.0294819078947368,0.010855263157894736,1.1666733234812479,5,1,1,1,69.2,0.0,1179.7,1.0,0.0,503.0,1639.0857142857142,1479.3366666666666,944.8571428571429,870.6333333333333,146356.42857142858,146738.06666666668,26.728571428571424,23.413333333333334,5066.4857142857145,4986.183333333333,0.3029599700745597,0.0,0.4824355531998258,0,1,0
2024-01-27,Search Network,9624.0,479.0,1030.1,14.7,3599.4,Google Ads,0.0,0.0,0.0,0.0,0.04977140482128013,2.150521920668058,0.03068893528183716,3.4942238617609944,5,1,1,1,0.0,69.5,2594.5,0.0,1.0,2277.0,1365.7428571428568,1424.7866666666666,891.4285714285714,810.6333333333333,142454.57142857142,133246.33333333334,21.285714285714285,22.52,3810.0571428571425,4840.156666666667,2.8013725820960897,0.0,1.4449098885046994,0,5,0
2024-01-27,YouTube,20492.0,2.0,68.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,9.759906304899473e-05,34.25,0.0,0.0,5,1,1,1,1030.1,3646.5,0.0,479.0,2632.0,0.0,854.5999999999998,1427.07,515.7142857142857,810.7,73784.28571428571,133929.36666666667,12.385714285714286,22.52,2209.7714285714287,4840.156666666667,0.005493341814350846,0.0,0.0,0,7,0
2024-01-28,Cross-network,460679.0,2664.0,2737.4,37.7,4842.3,Google Ads,0.0,0.0,0.0,0.0,0.00578276847870209,1.0275525525525526,0.014151651651651652,1.7689413311901805,6,1,1,1,68.5,0.0,366.7,2.0,0.0,298.0,1245.6571428571426,1506.0933333333335,896.2857142857143,889.5666666666667,139595.2857142857,149149.86666666667,17.771428571428572,23.386666666666663,2901.5285714285715,4961.61,0.3254818529437862,0.0,0.7314817031594602,0,1,0
2024-01-28,Search Network,9384.0,444.0,853.5,15.5,2732.8,Google Ads,0.0,0.0,0.0,0.0,0.04731457800511509,1.9222972972972974,0.03490990990990991,3.2018746338605744,6,1,1,1,0.0,69.2,2447.9,0.0,1.0,2323.0,1027.6,1450.5633333333333,860.1428571428571,826.9,136002.14285714287,134573.73333333334,13.471428571428573,22.926666666666666,2013.642857142857,4836.323333333333,2.663090624685466,0.0,1.3240194398666594,0,5,0
