Date,Campaign type,Impressions,Clicks,Spend,Conversions,Revenue,Source,Reach,Channel,Sessions,Website Conversions,CTR,CPC,CVR,ROAS
2024-01-26,Display Network,2.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,Search Network,13340.0,696.0,2310.7,45.6,8948.0,Google Ads,0.0,0.0,0.0,0.0,0.05217391304347826,3.319971264367816,0.06551724137931035,3.8724196131042543
2024-01-26,YouTube,21204.0,1.0,69.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.716091303527636e-05,69.2,0.0,0.0
2024-01-27,Cross-network,451824.0,2432.0,2503.7,26.4,2921.0,Google Ads,0.0,0.0,0.0,0.0,0.005382626863557492,1.0294819078947368,0.010855263157894736,1.1666733234812479
2024-01-27,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-27,Search Network,9624.0,479.0,1030.1,14.7,3599.4,Google Ads,0.0,0.0,0.0,0.0,0.04977140482128013,2.150521920668058,0.03068893528183716,3.4942238617609944
2024-01-27,YouTube,20492.0,2.0,68.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,9.759906304899473e-05,34.25,0.0,0.0
2024-01-28,Cross-network,460679.0,2664.0,2737.4,37.7,4842.3,Google Ads,0.0,0.0,0.0,0.0,0.00578276847870209,1.0275525525525526,0.014151651651651652,1.7689413311901805
2024-01-28,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-28,Search Network,9384.0,444.0,853.5,15.5,2732.8,Google Ads,0.0,0.0,0.0,0.0,0.04731457800511509,1.9222972972972974,0.03490990990990991,3.2018746338605744
2024-01-28,YouTube,19994.0,4.0,67.4,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00020006001800540162,16.85,0.0,0.0
2024-01-29,Cross-network,622329.0,3256.0,5148.5,67.2,11734.6,Google Ads,0.0,0.0,0.0,0.0,0.005231959301269907,1.5812346437346438,0.02063882063882064,2.2792269593085366
2024-01-29,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,Search Network,15600.0,768.0,2346.9,50.1,18960.8,Google Ads,0.0,0.0,0.0,0.0,0.04923076923076923,3.0558593750000003,0.065234375,8.079083045719885
2024-01-29,YouTube,19440.0,3.0,66.3,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00015432098765432098,22.099999999999998,0.0,0.0
2024-01-30,Cross-network,650377.0,3319.0,5374.6,75.6,13479.2,Google Ads,0.0,0.0,0.0,0.0,0.005103193993637537,1.619343175655318,0.022777945164206084,2.5079447772857515
2024-01-30,Display Network,10.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,Search Network,15189.0,793.0,2331.4,56.6,12622.0,Google Ads,0.0,0.0,0.0,0.0,0.05220883534136546,2.9399747793190416,0.07137452711223204,5.413914386205713
2024-01-30,YouTube,19077.0,2.0,64.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00010483828694239136,32.0,0.0,0.0
2024-01-31,Cross-network,698237.0,3690.0,6218.3,78.5,15357.7,Google Ads,0.0,0.0,0.0,0.0,0.005284738562980764,1.6851761517615176,0.02127371273712737,2.4697586156988245
2024-01-31,Display Network,7.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,Search Network,17932.0,836.0,2399.3,47.0,13171.6,Google Ads,0.0,0.0,0.0,0.0,0.0466205665848762,2.869976076555024,0.056220095693779906,5.489767848955945
2024-01-31,YouTube,18450.0,3.0,61.4,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00016260162601626016,20.466666666666665,0.0,0.0
2024-02-01,Cross-network,613360.0,3211.0,4718.5,54.7,8627.5,Google Ads,0.0,0.0,0.0,0.0,0.005235098473979392,1.4694799127997509,0.017035191529118657,1.8284412419201017
2024-02-01,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,Search Network,16213.0,833.0,2686.3,46.4,10263.2,Google Ads,0.0,0.0,0.0,0.0,0.05137852340714242,3.2248499399759907,0.05570228091236495,3.8205710456762088
2024-02-01,YouTube,20701.0,4.0,72.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001932273803197913,18.2,0.0,0.0
2024-02-02,Cross-network,610351.0,3124.0,4748.0,56.5,14842.5,Google Ads,0.0,0.0,0.0,0.0,0.005118366317086398,1.5198463508322664,0.018085787451984636,3.1260530749789384
2024-02-02,Display Network,3.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,Search Network,16626.0,819.0,2468.4,49.8,14267.7,Google Ads,0.0,0.0,0.0,0.0,0.04926019487549621,3.013919413919414,0.060805860805860805,5.7801409820126395
2024-02-02,YouTube,21800.0,4.0,76.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001834862385321101,19.0,0.0,0.0
2024-02-03,Cross-network,556633.0,2946.0,3362.6,26.2,4793.5,Google Ads,0.0,0.0,0.0,0.0,0.0052925356563480784,1.1414120841819415,0.008893414799728445,1.4255338131207995
2024-02-03,Display Network,2.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,Search Network,13462.0,490.0,1003.4,15.5,4451.8,Google Ads,0.0,0.0,0.0,0.0,0.03639875204278711,2.0477551020408162,0.03163265306122449,4.436715168427347
2024-02-03,YouTube,21902.0,3.0,76.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001369737923477308,25.599999999999998,0.0,0.0
2024-02-04,Cross-network,529966.0,3039.0,3239.0,39.0,7092.0,Google Ads,0.0,0.0,0.0,0.0,0.005734330126838326,1.0658111220796314,0.012833168805528134,2.189564680456931
2024-02-04,Search Network,10129.0,536.0,1046.2,13.0,2331.9,Google Ads,0.0,0.0,0.0,0.0,0.052917365978872546,1.951865671641791,0.024253731343283583,2.228923723953355
2024-02-04,YouTube,21836.0,2.0,76.2,0.8,1678.2,Google Ads,0.0,0.0,0.0,0.0,9.159186664224217e-05,38.1,0.4,22.023622047244093
2024-02-05,Cross-network,634312.0,3347.0,5522.6,89.6,14875.3,Google Ads,0.0,0.0,0.0,0.0,0.005276583132590901,1.6500149387511205,0.02677024200776815,2.693532032013906
2024-02-05,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,Search Network,19632.0,781.0,1924.3,48.2,15561.8,Google Ads,0.0,0.0,0.0,0.0,0.03978198859005705,2.4638924455825864,0.06171574903969271,8.086992672660188
2024-02-05,YouTube,21332.0,4.0,75.9,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00018751171948246765,18.975,0.0,0.0
2024-02-06,Cross-network,548167.0,2694.0,4878.8,90.2,20845.2,Google Ads,0.0,0.0,0.0,0.0,0.0049145607086891405,1.8109873793615443,0.03348181143281366,4.272608018365172
2024-02-06,Display Network,6.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,Search Network,13233.0,867.0,2297.6,41.9,7939.2,Google Ads,0.0,0.0,0.0,0.0,0.06551802312400816,2.6500576701268743,0.0483275663206459,3.455431754874652
2024-02-06,YouTube,21908.0,1.0,75.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.564542632828191e-05,75.6,0.0,0.0
2024-02-07,Cross-network,600093.0,3311.0,5853.3,71.1,13528.5,Google Ads,0.0,0.0,0.0,0.0,0.005517478124224078,1.767834491090305,0.021473874962247053,2.311260314694275
2024-02-07,Display Network,6.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-07,Search Network,19378.0,978.0,2248.9,35.6,7221.8,Google Ads,0.0,0.0,0.0,0.0,0.05046960470636805,2.2994887525562375,0.03640081799591002,3.211258837653964
2024-02-07,YouTube,22033.0,4.0,75.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00018154586302364636,18.875,0.0,0.0
2024-02-08,Cross-network,588948.0,3107.0,5509.8,68.7,16710.0,Google Ads,0.0,0.0,0.0,0.0,0.00527550819427182,1.7733504988735116,0.022111361441905376,3.0327779592725688
2024-02-08,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,Search Network,15082.0,878.0,2751.8,37.8,12134.4,Google Ads,0.0,0.0,0.0,0.0,0.05821509083675905,3.1341685649202735,0.04305239179954442,4.409622792354095
2024-02-08,YouTube,21360.0,2.0,75.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,9.363295880149813e-05,37.5,0.0,0.0
2024-02-09,Cross-network,578324.0,3067.0,5269.4,63.1,12598.0,Google Ads,0.0,0.0,0.0,0.0,0.00530325561449983,1.718095859145745,0.02057385066840561,2.390784529547956
2024-02-09,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-09,Search Network,11727.0,658.0,1891.2,37.8,7974.2,Google Ads,0.0,0.0,0.0,0.0,0.056109832011597166,2.874164133738602,0.05744680851063829,4.216476311336717
2024-02-09,YouTube,22260.0,0.0,74.8,0.8,664.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.877005347593583
2024-02-10,Cross-network,515338.0,2720.0,3399.4,30.4,4834.7,Google Ads,0.0,0.0,0.0,0.0,0.005278089331661938,1.2497794117647059,0.011176470588235293,1.4222215685120903
2024-02-10,Display Network,2.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-10,Search Network,9261.0,513.0,1126.7,11.8,1370.9,Google Ads,0.0,0.0,0.0,0.0,0.05539358600583091,2.196296296296296,0.023001949317738794,1.216739149729298
2024-02-10,YouTube,22516.0,1.0,75.7,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.441286196482501e-05,75.7,0.0,0.0
2024-02-11,Cross-network,455154.0,2508.0,3014.0,26.0,6132.8,Google Ads,0.0,0.0,0.0,0.0,0.005510222913563322,1.2017543859649122,0.01036682615629984,2.0347710683477107
2024-02-11,Display Network,3.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
