Date,Impressions,Clicks,Spend,Revenue,Seasonality,CTR,CPC,ROAS,Channel
2024-02-18,60353,518,663.0151345674386,771.3079063074921,0.7354170229639855,0.008582837638559807,1.2799519972344375,1.163333785450773,Google Ads
2024-02-19,44198,148,734.3130184334672,650.4340760193139,0.7469720876965552,0.003348567808498122,4.961574448874778,0.8857722247753488,Google Ads
2024-02-20,3825,958,868.392674997723,2073.34030697266,0.7583058084785624,0.2504575163398693,0.906464170143761,2.3875607967076604,Google Ads
2024-02-21,23107,529,422.0921291400579,1037.3572470938782,0.7694148268839378,0.02289349547756091,0.7979057261626804,2.457655984268932,Google Ads
2024-02-22,6055,419,302.41951017015117,814.2821831940673,0.7802958510707755,0.06919900908340215,0.7217649407402176,2.6925583694515125,Google Ads
2024-02-23,76060,881,162.85485313498157,143.89251739991406,0.7909456567567772,0.011582960820404943,0.18485227370599497,0.8835629680661057,Google Ads
2024-02-24,75579,78,727.8292897154649,1368.7155914347838,0.8013610881746766,0.0010320327074981146,9.331144739941859,1.880544807381776,Google Ads
2024-02-25,56257,295,220.94418112202214,371.60446475605806,0.811539059007361,0.005243791883676698,0.7489633258373632,1.6818929689342208,Google Ads
2024-02-26,79480,318,885.6707671937243,1311.03039588823,0.8214765533024142,0.004001006542526422,2.7851281987224032,1.4802683394894822,Google Ads
2024-02-27,4209,823,599.1888392814899,532.5056797705008,0.8311706263658079,0.19553338085055832,0.72805448272356,0.8887109452990624,Google Ads
2024-02-28,13908,249,773.4967653814396,1228.519360822274,0.8406184056344782,0.017903364969801553,3.1064127123752594,1.5882669660763817,Google Ads
2024-02-29,51514,823,321.47176520723997,243.90288549226764,0.8498170915275278,0.015976239468882245,0.3906096782591008,0.7587070215483255,Google Ads
2024-03-01,57665,35,360.43711571713123,601.1851813791787,0.8587639582758029,0.0006069539582068846,10.29820330620375,1.667933614947094,Google Ads
2024-03-02,9243,811,819.1612694470166,1972.8129872781246,0.8674563547295968,0.08774207508384724,1.0100632175672215,2.4083328409922173,Google Ads
2024-03-03,25251,781,733.7164216714068,838.8892909483856,0.8758917051442429,0.030929468139875647,0.9394576461861803,1.1433426677808232,Google Ads
2024-03-04,28894,296,242.2944976889394,523.4528935230678,0.8840675099433636,0.010244341385754828,0.8185624921923629,2.1603994251453575,Google Ads
2024-03-05,50396,959,276.434660188262,576.6020493675636,0.8919813464595485,0.019029288038733234,0.28825303460715535,2.0858529425176884,Google Ads
2024-03-06,50301,81,999.4300167083862,615.4227330620456,0.8996308696522433,0.001610305958132045,12.338642181585016,0.6157737137903211,Google Ads
2024-03-07,7833,484,715.5940500927916,695.4081611477317,0.9070138128026359,0.06178986339844249,1.4785001034975032,0.9717914242824652,Google Ads
2024-03-08,21357,690,966.6620349165638,1298.0532140037901,0.9141279881853337,0.0323079084141031,1.4009594708935706,1.342820103735459,Google Ads
2024-03-09,83359,598,717.3091294812743,625.9517715255563,0.9209712877166346,0.00717379047253446,1.1995135944502915,0.8726387910024461,Google Ads
2024-03-10,74601,652,710.1907957468362,744.7725688912154,0.9275416835791966,0.00873982922480932,1.0892496867282764,1.048693637472467,Google Ads
2024-03-11,87187,138,642.7249075007661,1005.8912917026294,0.9338372288229252,0.0015828047759413673,4.65742686594758,1.565041715302484,Google Ads
2024-03-12,81614,595,828.1141746683138,1983.2696363380035,0.9398560579418954,0.007290415860024015,1.3917885288543088,2.3949229430016294,Google Ads
2024-03-13,17013,269,736.0497730586304,529.891931960783,0.9455963874271426,0.01581143831187915,2.7362445095116374,0.719913178912935,Google Ads
2024-03-14,79058,773,732.1045774860712,742.5805804438328,0.9510565162951535,0.009777631612234055,0.947095184328682,1.0143094351270614,Google Ads
2024-03-15,54026,33,405.50804448286755,396.20729138874447,0.9562348265919056,0.0006108170140302818,12.288122560086896,0.977063949234388,Google Ads
2024-03-16,5778,651,359.74159539295954,716.0293668933667,0.9611297838723007,0.112668743509865,0.5525984568248227,1.9903991533456686,Google Ads
2024-03-17,81686,164,999.574949311724,1518.1865888042132,0.9657399376548549,0.002007687975907744,6.094969203120268,1.5188321694632192,Google Ads
2024-03-18,59133,774,152.7119625071214,248.70624158621325,0.9700639218515071,0.013089138044746589,0.19730227714098372,1.628596984172837,Google Ads
2024-03-19,14246,258,838.8568833731257,1086.548222874038,0.9741004551724205,0.018110346764003932,3.251383268888084,1.2952724647199902,Google Ads
2024-03-20,15917,849,521.2855744924004,391.6718597956275,0.9778483415056568,0.053339197084877804,0.6139994988131925,0.751357564760959,Google Ads
2024-03-21,38234,154,438.17024974463015,1240.6363093235009,0.9813064702716093,0.004027828634199927,2.845261361978118,2.8314024287284583,Google Ads
2024-03-22,60061,856,936.6761501044683,1983.4142048934384,0.9844738167520922,0.014252176953430678,1.094247838907089,2.117502623155534,Google Ads
2024-03-23,74714,919,280.00980962585896,359.0542415390625,0.9873494423939864,0.012300238241828841,0.3046896731510979,1.2822916526346717,Google Ads
2024-03-24,24023,866,662.9738132003284,725.9515494286295,0.989932495087353,0.03604878657952795,0.7655586757509566,1.0949927960567445,Google Ads
2024-03-25,54813,127,675.627754861092,487.90603142187666,0.9922222094179323,0.002316968602338861,5.319903581583401,0.7221521435604572,Google Ads
2024-03-26,22310,195,616.4296207028168,1477.7808336571404,0.994217906893952,0.00874047512326311,3.1611775420657273,2.3973228800593027,Google Ads
2024-03-27,47762,961,301.5984117161556,284.05710630359374,0.995918996147179,0.020120597964909344,0.3138380975194127,0.9418388667475126,Google Ads
2024-03-28,40432,120,766.5415562859905,1808.1431843302223,0.9973249731081555,0.00296794618124258,6.387846302383254,2.358832563613314,Google Ads
2024-03-29,16238,458,432.2654788036723,671.8137449465462,0.9984354211555643,0.028205444020199533,0.9438110890909875,1.5541693192938792,Google Ads
2024-03-30,91428,810,583.8810077427067,404.76093147295234,0.9992500112396835,0.008859430371439821,0.7208407502996379,0.6932250340489144,Google Ads
2024-03-31,62203,973,399.03970023281784,877.5931626915715,0.9997685019798909,0.015642332363390833,0.4101127443297203,2.199262785581344,Google Ads
2024-04-01,93820,678,617.939221535031,517.7322002677976,0.9999907397361901,0.007226604135578768,0.9114147810251195,0.8378367681237195,Google Ads
2024-04-02,36028,20,271.0120076827094,225.57970865244454,0.9999166586547379,0.000555123792605751,13.55060038413547,0.8323605680104946,Google Ads
2024-04-03,62524,545,219.5260229704868,386.12746787155504,0.9995462806873573,0.008716652805322756,0.40280004214768217,1.7589143311882722,Google Ads
2024-04-04,58112,434,117.66668388562105,203.6556852651414,0.9988797155850336,0.007468337004405286,0.27112139144152314,1.7307846073329194,Google Ads
2024-04-05,57849,88,650.1168782423308,690.1456746164611,0.9979171608653922,0.0015212017493820118,7.387691798208305,1.0615716922814755,Google Ads
2024-04-06,4722,368,951.6063752725715,646.2938822224721,0.9966589017541702,0.07793307920372723,2.58588688932764,0.6791609419780864,Google Ads
2024-04-07,84916,694,716.9456334000348,475.0265460861282,0.9951053111006976,0.008172782514484903,1.033062872334344,0.6625698295048785,Google Ads
2024-04-08,8133,945,888.3477947550213,976.1022945085884,0.9932568492674143,0.11619328661010697,0.94005057646034,1.098783945062606,Google Ads
2024-04-09,79437,505,532.8783101489124,1422.1507287142385,0.9911140639934547,0.006357239069954807,1.0552045745523018,2.668809560510766,Google Ads
2024-04-10,94714,632,744.558331074515,1613.222750091062,0.9886775902323405,0.006672719978039149,1.1780986251179035,2.166684170685361,Google Ads
2024-04-11,63198,424,724.258271978453,710.3339088222026,0.9859481499638304,0.006709073071932656,1.708156301835974,0.9807743125691706,Google Ads
2024-04-12,61695,67,852.0280556425014,2374.8739570598373,0.9829265519799822,0.0010859875192479132,12.716836651380618,2.787318963656638,Google Ads
2024-04-13,45565,116,300.14445927211295,704.1700680358072,0.9796136916454901,0.0025458136727751564,2.587452235104422,2.3461038386099338,Google Ads
2024-04-14,93036,147,305.2159266856439,768.9810097636275,0.9760105506323683,0.0015800335354056495,2.076298820990775,2.5194655407207396,Google Ads
2024-04-15,56154,770,468.8833278804387,730.8422956099721,0.9721181966290613,0.013712291199202194,0.6089393868577125,1.5586868889403778,Google Ads
2024-04-16,25749,934,432.96624387840654,689.5511664035054,0.9679377830240642,0.036273253330226414,0.4635612889490434,1.5926210787858965,Google Ads
2024-04-17,82836,677,671.3891043380656,848.4801962529583,0.9634705485641488,0.008172775121927664,0.9917121186677483,1.2637681945844055,Google Ads
2024-04-18,37635,119,898.498857149563,649.2616633807208,0.9587178169872964,0.0031619503122093796,7.550410564282043,0.7226071109767094,Google Ads
2024-04-19,43665,565,167.68416513185628,113.32715850038382,0.9536809966304457,0.012939425168899576,0.2967861329767368,0.6758369725088261,Google Ads
2024-04-20,30753,669,332.41048911267404,406.13402716294445,0.9483615800121715,0.021753975221929567,0.49687666534031993,1.22178463214884,Google Ads
2024-04-21,58172,791,939.1446201414518,581.8770704886788,0.9427611433904207,0.013597607096197483,1.187287762504996,0.6195819664079403,Google Ads
2024-04-22,96950,803,183.63338642110534,436.55171028733514,0.9368813462954315,0.008282619907168644,0.22868416739863678,2.3773003308137075,Google Ads
2024-04-23,31414,952,526.3252145645708,912.380143787082,0.9307239310379795,0.030304959572165276,0.5528626203409358,1.7334912304019001,Google Ads
2024-04-24,11411,18,392.5369517031987,798.0784092857682,0.9242907221930934,0.0015774252913855053,21.807608427955486,2.033129380107898,Google Ads
2024-04-25,80249,87,845.7588122283207,1789.003490413133,0.9175836260593937,0.0010841256588867152,9.72136565779679,2.11526438098782,Google Ads
2024-04-26,31101,847,554.8176627584342,1209.9709313299795,0.9106046300942163,0.02723385100157551,0.6550385628789069,2.180844289120617,Google Ads
2024-04-27,28168,480,513.3515192810703,1353.4125595392459,0.9033558023246845,0.017040613462084634,1.069482331835563,2.6364245720644788,Google Ads
2024-04-28,91139,131,190.71909183189408,213.21330101096262,0.895839290734909,0.001437364904157386,1.4558709300144586,1.1179441919684459,Google Ads
2024-04-29,33672,902,339.85436942740273,412.19852525303065,0.8880573226294932,0.026787835590401522,0.37677868007472587,1.2128681056757211,Google Ads
2024-04-30,84940,261,760.7009110944114,504.9718190414151,0.8800122039735357,0.0030727572404049917,2.9145628777563655,0.6638243910013439,Google Ads
2024-05-01,24977,583,850.3434954671214,1706.3625272868296,0.8717063187093219,0.023341474156223726,1.4585651723278241,2.0066744043822773,Google Ads
2024-05-02,5047,328,502.37720482666407,441.26747692087974,0.8631421280499114,0.06498910243709134,1.531637819593488,0.8783588759229848,Google Ads
2024-05-03,77349,30,343.8618170182108,786.2547000607274,0.854322169749827,0.00038785246092386456,11.462060567273692,2.2865426201685186,Google Ads
2024-05-04,49548,519,390.00725835812034,767.9236486248192,0.8452490573530633,0.010474691208525067,0.7514590719809641,1.9689983511016629,Google Ads
2024-05-05,70735,535,791.025864888406,773.6986722659192,0.8359254794186372,0.007563441012228741,1.4785530184830018,0.9780952894316152,Google Ads
2024-05-06,94024,611,187.2811822673043,289.98385696400885,0.8263541987239096,0.006498340849144899,0.30651584659133274,1.548387581994854,Google Ads
2024-05-07,59350,658,256.8690406168272,631.0012086853176,0.8165380514459161,0.011086773378264532,0.39037848118058843,2.4565093838092587,Google Ads
2024-05-08,21091,739,590.3147644684276,687.1488466362084,0.8064799463209448,0.035038642074818646,0.7988021170073445,1.1640380488449733,Google Ads
2024-05-09,24231,985,866.2220456848813,1036.4056341324697,0.7961828637826158,0.04065040650406504,0.8794132443501333,1.1964664710340316,Google Ads
2024-05-10,53425,189,967.6696082149203,1991.7743355691896,0.7856498550787147,0.0035376696303228827,5.119945017010161,2.058320648556335,Google Ads
2024-05-11,75465,243,313.14600595170964,817.9101221069792,0.7748840413670407,0.0032200357781753132,1.288666691159299,2.611912994455083,Google Ads
2024-05-12,78326,963,207.5548826578262,167.7796922383924,0.7638886127905428,0.012294768020835994,0.21552947316492854,0.8083630222999526,Google Ads
2024-05-13,50321,875,730.4835276486342,590.9680299424031,0.7526668275320084,0.01738836668587667,0.8348383173127248,0.8090093856663408,Google Ads
2024-05-14,4633,593,450.13202117403614,714.7698996587595,0.741222010848596,0.12799481977120655,0.759075921035474,1.5879116926507335,Google Ads
2024-05-15,50032,286,579.2572832370172,1477.1355510420954,0.7295575540864875,0.005716341541413495,2.025375116213347,2.5500508906638806,Google Ads
2024-05-16,51833,568,188.05025246188478,403.01871573566143,0.717676913675962,0.010958269828101788,0.3310743881371211,2.1431437100428665,Google Ads
2024-05-17,51072,805,356.18093917345374,269.32936567342364,0.705583610107178,0.015762061403508772,0.44246079400429034,0.7561588396572368,Google Ads
2024-05-18,91303,56,251.04425064331153,386.8165849057311,0.6932812268869777,0.0006133423874352431,4.482933047201992,1.5408302875469053,Google Ads
2024-05-19,65034,379,999.1846663555264,1780.0195262328118,0.6807734094770161,0.005827720884460436,2.636371151333843,1.781472020307657,Google Ads
2024-05-20,65999,492,527.2778456247795,327.6978319508943,0.6680638642135335,0.007454658403915211,1.071702938261747,0.621489855244345,Google Ads
2024-05-21,64482,956,166.2489876231483,443.2465755570511,0.6551563572090853,0.014825842870878694,0.17390061466856518,2.6661610509280114,Google Ads
2024-05-22,13101,204,253.70170999750772,222.38963926808475,0.6420547132365637,0.01557133043279139,1.2436358333211164,0.8765791892781071,Google Ads
2024-05-23,61190,839,961.8109998039298,1562.9958001359753,0.6287628145958344,0.013711390750122569,1.1463778305171988,1.6250550268759665,Google Ads
2024-05-24,50797,734,199.02165785009834,347.4490626013676,0.6152845999633276,0.014449672224737682,0.2711466728202975,1.7457851891830973,Google Ads
2024-05-25,64913,504,283.6537993441792,331.57090974600504,0.6016240632249226,0.007764238288170321,0.562805157428927,1.168928145903959,Google Ads
2024-05-26,84330,987,145.39311178753005,132.83217423312504,0.5877852522924732,0.011704019921736038,0.14730811731259377,0.9136070656995023,Google Ads
2024-05-27,66850,755,542.3135027401102,1472.1242005127217,0.5737722679043246,0.011293941660433807,0.7182960301193512,2.7145261791834816,Google Ads
2024-05-28,92430,558,680.4814230553817,649.0192225388654,0.5595892624101765,0.006037000973709835,1.2195007581637665,0.9537647914394928,Google Ads
2024-05-29,8376,34,452.3401436006736,751.3839242954208,0.545240438540651,0.004059216809933142,13.304121870608048,1.6611037842326533,Google Ads
2024-05-30,82789,711,226.3969357393845,458.02250688616215,0.5307300481619334,0.008588097452560122,0.3184204440778966,2.0230949919455274,Google Ads
2024-05-31,73554,621,758.3102986079022,1520.7648278917404,0.5160623910158528,0.008442776735459663,1.221111591961195,2.0054650855771627,Google Ads
2024-06-01,45882,246,426.3104122615048,703.7509069548136,0.5012418134457758,0.005361579704459265,1.7329691555345723,1.6507945541877191,Google Ads
2024-06-02,82266,982,433.9518102208958,1058.549679406349,0.48627270710869,0.011936887657112294,0.44190612038787763,2.439325414652637,Google Ads
2024-06-03,92865,519,319.2015395941204,386.6404607282661,0.4711595076738638,0.00558875787433371,0.6150318681967638,1.2112737965484046,Google Ads
2024-06-04,33310,714,846.4019917710704,1066.379779983209,0.4559066935084588,0.021435004503152208,1.1854369632648045,1.259897531374946,Google Ads
2024-06-05,90232,270,722.0388468737066,606.6949348219413,0.440518784350495,0.0029922865502260837,2.6742179513840982,0.8402524842656557,Google Ads
2024-06-06,54196,846,505.9416200600472,1071.4697068113483,0.42500033996955416,0.015610008118680345,0.5980397400236965,2.1177734037460327,Google Ads
2024-06-07,74680,390,141.1708616427249,203.48106899125395,0.4093559588156213,0.005222281735404392,0.3619765683146792,1.4413815048194838,Google Ads
2024-06-08,83008,711,194.85455947106718,405.15185387419376,0.39359027665646673,0.008565439475713183,0.27405704566957406,2.079252622951081,Google Ads
2024-06-09,15879,214,400.2586740410849,716.2756591551141,0.3777079652039649,0.01347691920146105,1.8703676357060042,1.7895318842773946,Google Ads
2024-06-10,70586,222,221.95946209801957,538.5634859025771,0.36171373072976765,0.0031450995948205025,0.999817396837926,2.4264047173836722,Google Ads
2024-06-11,17885,669,504.5481700863109,1293.9407361775652,0.3456123126707335,0.037405647190383,0.7541826159735588,2.5645534220374167,Google Ads
2024-06-12,31682,207,457.02471273957764,742.3025254194652,0.3294084822245304,0.006533678429392084,2.207848853814385,1.6242065357250055,Google Ads
2024-06-13,96513,400,101.95737439838723,162.7594902229042,0.3131070409358269,0.004144519391170102,0.2548934359959681,1.5963483875814553,Google Ads
2024-06-14,77078,361,975.6966829820161,2033.4423187586901,0.29671281927349075,0.00468356729546693,2.7027608946870254,2.0840926839516274,Google Ads
2024-06-15,9372,365,915.5193266092482,2366.2738402247783,0.2802306751992159,0.03894579598804951,2.5082721276965705,2.5846246730679066,Google Ads
2024-06-16,56724,138,383.5171546099798,968.1632476391475,0.26366549272800704,0.0024328326634228898,2.7791098160143464,2.5244327039913697,Google Ads
2024-06-17,58116,494,217.17895064127225,379.08121094533095,0.24702218048093552,0.008500240897515315,0.43963350332241347,1.745478601061493,Google Ads
2024-06-18,50871,946,440.3908801783323,1018.6899334958767,0.23030567023061221,0.018596056692418077,0.4655294716472857,2.313149475491789,Google Ads
2024-06-19,42278,283,536.1029233552033,1056.6466517011106,0.21352091543979612,0.006693788731728085,1.8943566196296937,1.9709772240898844,Google Ads
2024-06-20,1041,516,835.1119332302247,825.0538389497134,0.19667288979357647,0.4956772334293948,1.6184339791283424,0.987955992627711,Google Ads
2024-06-21,81517,749,315.7353154700766,601.2605619076452,0.1797665857255624,0.009188267477949385,0.42154247726311966,1.9043183719010641,Google Ads
2024-06-22,35016,969,461.32554303356784,414.5916435110352,0.16280701293851715,0.027673063742289238,0.47608415173742813,0.8986964840159911,Google Ads
2024-06-23,38556,98,920.0914074544396,2031.2344171943435,0.1457991969198751,0.002541757443718228,9.38868783116775,2.2076441544150867,Google Ads
2024-06-24,87986,232,785.712913249086,1680.39031312531,0.12874817745258132,0.0026367831245880024,3.386693591590888,2.138682316135734,Google Ads
2024-06-25,32723,791,555.3505030908607,1022.0225837167751,0.11165900712169512,0.02417260031170736,0.7020866031490022,1.8403199025275077,Google Ads
2024-06-26,55006,532,278.00662603045566,359.0616080737595,0.09453674981719912,0.009671672181216595,0.5225688459219091,1.2915577344348053,Google Ads
2024-06-27,82123,815,806.1507329280246,923.0475205528905,0.07738647923346301,0.009924138182969448,0.9891420035926682,1.1450061171566321,Google Ads
2024-06-28,40343,823,148.13713579947367,268.6502987958039,0.06021327736579302,0.020400069404853383,0.17999651980494977,1.8135243222162962,Google Ads
2024-06-29,20959,587,477.41582840416856,534.2747444961904,0.04302223300453059,0.028007061405601413,0.813314869513064,1.1190972580068845,Google Ads
2024-06-30,79120,164,293.2436858826727,326.19676783802674,0.02581844022713308,0.0020728008088978767,1.7880712553821507,1.1123743955685328,Google Ads
2024-07-01,11471,101,812.9076182045346,452.94532864473,0.008606996888688698,0.008804812134949002,8.048590279252817,0.55719163961724,Google Ads
2024-07-02,56891,247,642.3193281893783,1441.6349086887105,-0.008606996888688009,0.004341635759610483,2.600483110078455,2.244420875131545,Google Ads
2024-07-03,90426,871,515.869941486987,810.3241113293906,-0.02581844022713239,0.00963218543339305,0.5922731819598014,1.5707914847561073,Google Ads
2024-07-04,88731,530,450.35767192982865,1093.0498196766048,-0.04302223300453034,0.00597310973616887,0.8497314564713748,2.427070499305085,Google Ads
2024-07-05,50812,853,603.6449330686218,1439.1542975155191,-0.060213277365792774,0.01678737306148154,0.7076728406431674,2.3841073099041776,Google Ads
2024-07-06,37619,569,858.1013984260709,463.57993664574263,-0.07738647923346322,0.015125335601690635,1.5080868162145358,0.5402391110142003,Google Ads
2024-07-07,14524,543,281.67078223240657,226.53621808191386,-0.09453674981719933,0.03738639493252548,0.5187307223432902,0.8042588453317066,Google Ads
2024-07-08,28655,28,828.2143754979504,1620.5630914372532,-0.11165900712169444,0.0009771418600593264,29.579084839212516,1.9566951979829088,Google Ads
2024-07-09,70889,609,442.8227140332888,258.0881885244866,-0.12874817745258066,0.008590895625555445,0.7271308933223133,0.5828250908219786,Google Ads
2024-07-10,69746,862,215.3219910580642,469.0980903356297,-0.14579919691987442,0.01235913170647779,0.24979349310680304,2.1785888567653626,Google Ads
2024-07-11,33567,947,961.0279255145176,1344.4793009745306,-0.16280701293851646,0.028212232251914084,1.0148130153268402,1.3990012831882277,Google Ads
2024-07-12,37083,888,677.7930644569226,609.5984103337044,-0.17976658572556214,0.02394628266321495,0.7632804779920299,0.8993872057722238,Google Ads
2024-07-13,72252,706,178.17366143594523,398.345415549982,-0.19667288979357622,0.009771355810219786,0.2523706252633785,2.2357143718079238,Google Ads
2024-07-14,10429,576,230.70722335738515,432.6928985225653,-0.2135209154397959,0.05523060696135775,0.40053337388434923,1.8755065065833987,Google Ads
2024-07-15,25399,282,383.481403379983,508.18578985999517,-0.23030567023061196,0.011102799322807985,1.3598631325531312,1.3251901797085202,Google Ads
2024-07-16,70223,650,511.1640555454808,1029.9143592205298,-0.24702218048093527,0.009256226592426982,0.7864062393007396,2.0148411220375673,Google Ads
2024-07-17,10733,49,352.7036171376435,743.2710975178587,-0.2636654927280072,0.004565359172645113,7.198033002809051,2.1073532036610647,Google Ads
